lat,lon,tz,Date,units,cloud_cover.afternoon,humidity.afternoon,precipitation.total,temperature.min,temperature.max,temperature.afternoon,temperature.night,temperature.evening,temperature.morning,pressure.afternoon,wind.max.speed,wind.max.direction
43.65107,-79.347015,-04:00,2023-09-27,metric,97.0,59.0,0.0,13.25,19.17,18.0,16.15,17.48,13.69,1027.0,4.92,119.0
43.65107,-79.347015,-04:00,2023-09-28,metric,100.0,65.0,0.25,13.16,18.53,17.35,14.72,17.1,13.73,1023.0,8.23,50.0
43.65107,-79.347015,-04:00,2023-09-29,metric,34.0,72.0,0.55,12.64,20.71,19.72,14.48,18.69,12.95,1021.0,6.17,70.0
43.65107,-79.347015,-04:00,2023-09-30,metric,5.0,68.0,0.0,13.12,23.56,21.35,14.41,21.84,14.36,1025.0,4.12,340.0
43.65107,-79.347015,-04:00,2023-10-01,metric,70.0,66.0,0.0,13.85,25.65,22.44,15.37,24.5,14.23,1026.0,1.84,320.0
43.65107,-79.347015,-04:00,2023-10-02,metric,52.0,69.0,0.0,14.94,26.48,23.12,17.75,24.19,14.94,1023.0,2.24,258.0
43.65107,-79.347015,-04:00,2023-10-03,metric,7.0,59.0,0.0,16.22,28.77,26.24,19.32,27.51,17.33,1022.0,2.57,260.0
43.65107,-79.347015,-04:00,2023-10-04,metric,0.0,59.0,0.0,17.24,27.29,25.49,19.29,24.2,17.24,1020.0,3.6,70.0
43.65107,-79.347015,-04:00,2023-10-05,metric,100.0,71.0,6.77,17.55,24.28,23.43,18.84,23.14,19.32,1015.0,9.26,240.0
43.65107,-79.347015,-04:00,2023-10-06,metric,23.0,79.0,14.46,13.61,21.37,19.74,17.29,20.18,16.1,1010.0,7.2,200.0
43.65107,-79.347015,-04:00,2023-10-07,metric,32.0,67.0,0.0,8.88,14.61,12.72,12.51,13.0,12.13,1008.0,9.26,290.0
43.65107,-79.347015,-04:00,2023-10-08,metric,99.0,68.0,3.08,6.51,10.09,9.59,8.82,6.81,7.44,999.0,10.8,280.0
43.65107,-79.347015,-04:00,2023-10-09,metric,98.0,69.0,0.49,7.07,10.62,9.55,8.42,10.36,7.32,1000.0,8.75,240.0
43.65107,-79.347015,-04:00,2023-10-10,metric,99.0,67.0,6.39,7.07,12.06,11.17,9.0,11.13,7.18,1004.0,7.2,240.0
43.65107,-79.347015,-04:00,2023-10-11,metric,93.0,72.0,0.0,6.97,13.59,12.35,7.69,12.8,7.41,1008.0,3.13,309.0
43.65107,-79.347015,-04:00,2023-10-12,metric,25.0,67.0,0.0,6.54,14.59,12.83,7.31,12.7,6.6,1013.0,2.68,324.0
43.65107,-79.347015,-04:00,2023-10-13,metric,63.0,62.0,0.0,4.52,14.25,12.66,6.8,11.64,5.54,1019.0,2.35,330.0
43.65107,-79.347015,-04:00,2023-10-14,metric,100.0,70.0,0.0,9.21,12.78,11.65,9.51,12.07,9.67,1010.0,10.8,60.0
43.65107,-79.347015,-04:00,2023-10-15,metric,100.0,73.0,0.0,7.19,10.5,8.9,10.5,9.02,7.5,1006.0,8.23,350.0
43.65107,-79.347015,-04:00,2023-10-16,metric,75.0,76.0,0.0,7.49,15.53,11.47,7.77,10.6,9.05,1010.0,6.69,320.0
43.65107,-79.347015,-04:00,2023-10-17,metric,100.0,68.0,0.0,7.15,15.06,12.64,9.74,12.8,7.82,1015.0,8.23,330.0
43.65107,-79.347015,-04:00,2023-10-18,metric,12.0,59.0,0.0,7.83,14.37,13.16,10.57,12.95,9.78,1019.0,2.68,287.0
43.65107,-79.347015,-04:00,2023-10-19,metric,87.0,72.0,0.68,8.64,15.6,14.02,9.47,14.01,8.87,1012.0,3.6,140.0
43.65107,-79.347015,-04:00,2023-10-20,metric,100.0,93.0,4.66,10.19,13.73,13.31,13.73,12.98,12.91,998.0,5.66,170.0
43.65107,-79.347015,-04:00,2023-10-21,metric,75.0,79.0,0.0,7.22,11.19,10.95,9.73,9.47,8.81,996.0,10.29,310.0
43.65107,-79.347015,-04:00,2023-10-22,metric,40.0,65.0,0.0,4.7,10.28,8.36,6.83,8.41,5.04,1010.0,11.32,300.0
43.65107,-79.347015,-04:00,2023-10-23,metric,5.0,64.0,0.0,-0.1,12.58,9.91,4.11,11.06,1.06,1024.0,2.57,270.0
43.65107,-79.347015,-04:00,2023-10-24,metric,16.0,64.0,0.17,8.14,18.72,15.5,9.16,17.56,8.14,1021.0,4.92,196.0
43.65107,-79.347015,-04:00,2023-10-25,metric,100.0,73.0,0.0,14.95,19.42,18.82,14.95,18.91,17.08,1019.0,7.72,240.0
43.65107,-79.347015,-04:00,2023-10-26,metric,100.0,95.0,5.79,13.93,17.23,15.12,15.43,16.43,13.96,1019.0,3.09,190.0
43.65107,-79.347015,-04:00,2023-10-27,metric,78.0,77.0,0.0,16.44,21.86,19.6,16.96,20.58,17.53,1013.0,7.2,240.0
43.65107,-79.347015,-04:00,2023-10-28,metric,55.0,60.0,0.79,6.85,18.94,12.31,18.94,10.52,13.82,1020.0,10.8,310.0
43.65107,-79.347015,-04:00,2023-10-29,metric,100.0,79.0,1.8,4.49,7.45,5.84,6.48,6.71,5.96,1021.0,10.8,70.0
43.65107,-79.347015,-04:00,2023-10-30,metric,100.0,89.0,6.0,1.39,5.71,5.33,3.82,4.08,2.52,1012.0,8.75,320.0
43.65107,-79.347015,-04:00,2023-10-31,metric,56.0,64.0,0.0,-0.86,5.35,4.76,0.87,3.92,0.2,1017.0,3.6,250.0
43.65107,-79.347015,-04:00,2023-11-01,metric,6.0,66.0,0.0,-1.5,3.79,2.98,0.3,3.04,-1.16,1022.0,8.75,330.0
43.65107,-79.347015,-04:00,2023-11-02,metric,97.0,54.0,0.0,1.92,8.24,7.06,2.09,7.43,2.27,1026.0,3.13,174.0
43.65107,-79.347015,-04:00,2023-11-03,metric,76.0,63.0,0.0,6.51,13.29,11.05,6.77,12.22,7.13,1019.0,13.89,270.0
43.65107,-79.347015,-04:00,2023-11-04,metric,100.0,85.0,4.29,7.15,11.59,9.28,11.59,9.55,8.02,1020.0,11.83,250.0
43.65107,-79.347015,-04:00,2023-11-05,metric,15.0,67.0,0.0,2.31,9.25,7.25,7.59,7.45,3.26,1021.0,8.23,320.0
43.65107,-79.347015,-05:00,2023-11-06,metric,75.0,77.0,3.06,7.04,11.21,9.03,7.17,8.91,7.38,1012.0,6.69,150.0
43.65107,-79.347015,-05:00,2023-11-07,metric,100.0,80.0,0.0,0.33,11.97,7.0,10.94,3.35,11.52,1009.0,11.32,310.0
43.65107,-79.347015,-05:00,2023-11-08,metric,100.0,67.0,18.75,-2.6,2.92,0.0,-0.22,0.19,-2.55,1021.0,13.89,80.0
43.65107,-79.347015,-05:00,2023-11-09,metric,100.0,84.0,2.69,3.14,10.28,7.86,3.14,8.26,4.14,1010.0,13.38,70.0
43.65107,-79.347015,-05:00,2023-11-10,metric,40.0,50.0,0.0,2.6,10.35,9.56,5.24,7.58,2.83,1016.0,7.72,280.0
43.65107,-79.347015,-05:00,2023-11-11,metric,100.0,69.0,0.0,0.15,4.74,3.22,4.74,2.48,0.46,1030.0,7.2,310.0
43.65107,-79.347015,-05:00,2023-11-12,metric,46.0,62.0,0.0,-1.4,4.83,4.36,2.14,1.53,-0.65,1033.0,3.09,70.0
43.65107,-79.347015,-05:00,2023-11-13,metric,56.0,64.0,0.0,0.11,13.24,10.95,0.18,9.89,2.74,1017.0,11.83,280.0
43.65107,-79.347015,-05:00,2023-11-14,metric,75.0,58.0,0.0,4.11,8.94,7.47,6.1,4.91,5.21,1028.0,2.48,206.0
43.65107,-79.347015,-05:00,2023-11-15,metric,100.0,59.0,0.0,2.38,13.78,11.66,4.15,10.26,2.64,1020.0,3.58,245.0
43.65107,-79.347015,-05:00,2023-11-16,metric,60.0,52.0,0.0,3.44,12.22,11.5,4.37,8.25,3.51,1020.0,4.1,200.0
43.65107,-79.347015,-05:00,2023-11-17,metric,100.0,82.0,0.73,1.64,13.22,11.72,8.59,4.71,12.38,1004.0,10.29,320.0
43.65107,-79.347015,-05:00,2023-11-18,metric,17.0,56.0,0.0,-0.8,7.82,5.66,2.2,6.85,-0.79,1013.0,3.13,261.0
43.65107,-79.347015,-05:00,2023-11-19,metric,40.0,71.0,0.0,-0.44,5.11,3.75,2.96,2.41,1.29,1013.0,10.8,310.0
43.65107,-79.347015,-05:00,2023-11-20,metric,43.0,55.0,0.0,-4.22,1.15,-0.97,-1.65,-1.26,-3.45,1030.0,5.83,106.0
43.65107,-79.347015,-05:00,2023-11-21,metric,100.0,85.0,12.57,0.47,5.19,2.09,0.47,3.77,2.1,1018.0,7.72,80.0
43.65107,-79.347015,-05:00,2023-11-22,metric,100.0,88.0,4.18,2.05,6.06,5.66,5.41,3.33,6.05,1008.0,10.8,330.0
43.65107,-79.347015,-05:00,2023-11-23,metric,88.0,74.0,0.0,1.02,6.52,6.08,2.52,5.26,3.96,1010.0,11.32,300.0
43.65107,-79.347015,-05:00,2023-11-24,metric,100.0,60.0,0.0,-2.81,0.49,-0.53,0.49,-1.21,-1.51,1025.0,9.26,320.0
43.65107,-79.347015,-05:00,2023-11-25,metric,88.0,68.0,0.0,-2.77,3.39,1.18,-2.32,0.75,-2.42,1027.0,4.12,200.0
43.65107,-79.347015,-05:00,2023-11-26,metric,98.0,63.0,5.55,-2.07,5.89,5.89,0.37,3.8,-1.03,1013.0,7.72,240.0
43.65107,-79.347015,-05:00,2023-11-27,metric,45.0,57.0,0.0,-2.92,2.99,2.5,2.99,-1.28,2.31,1005.0,11.32,260.0
43.65107,-79.347015,-05:00,2023-11-28,metric,72.0,58.0,0.31,-4.97,-1.51,-1.53,-3.48,-3.28,-4.67,1011.0,10.29,300.0
43.65107,-79.347015,-05:00,2023-11-29,metric,75.0,56.0,3.66,-4.37,0.01,-1.03,-3.39,-0.22,-4.37,1011.0,9.77,220.0
43.65107,-79.347015,-05:00,2023-11-30,metric,64.0,76.0,0.0,-1.51,9.1,6.69,-1.14,7.53,-0.51,1009.0,6.69,240.0
43.65107,-79.347015,-05:00,2023-12-01,metric,100.0,88.0,8.62,0.37,9.31,1.68,8.67,0.62,6.32,1015.0,5.66,330.0
43.65107,-79.347015,-05:00,2023-12-02,metric,100.0,92.0,6.62,1.69,2.95,2.43,1.7,2.14,1.88,1016.0,7.2,50.0
43.65107,-79.347015,-05:00,2023-12-03,metric,100.0,91.0,2.91,0.65,2.51,2.05,1.75,2.31,0.95,1005.0,8.23,50.0
43.65107,-79.347015,-05:00,2023-12-04,metric,75.0,77.0,0.0,0.88,2.57,1.83,2.08,1.6,1.72,1008.0,9.77,320.0
43.65107,-79.347015,-05:00,2023-12-05,metric,77.0,75.0,0.0,-0.03,2.1,1.96,1.02,0.71,0.62,1016.0,4.12,70.0
43.65107,-79.347015,-05:00,2023-12-06,metric,73.0,70.0,0.0,-3.64,-0.09,-0.53,-0.09,-2.17,-1.23,1020.0,8.23,320.0
43.65107,-79.347015,-05:00,2023-12-07,metric,100.0,85.0,5.31,-0.96,3.79,3.41,-0.96,3.67,0.55,1010.0,8.23,240.0
43.65107,-79.347015,-05:00,2023-12-08,metric,99.0,89.0,0.0,2.15,5.91,4.41,3.53,4.48,2.8,1013.0,8.75,70.0
43.65107,-79.347015,-05:00,2023-12-09,metric,100.0,63.0,9.09,5.7,11.92,10.85,6.04,11.6,6.92,1011.0,4.63,200.0
43.65107,-79.347015,-05:00,2023-12-10,metric,100.0,74.0,0.13,2.57,9.94,5.23,9.74,4.47,5.24,1010.0,7.72,310.0
43.65107,-79.347015,-05:00,2023-12-11,metric,87.0,65.0,0.0,0.05,1.99,1.23,1.99,0.65,1.03,1013.0,9.77,300.0
43.65107,-79.347015,-05:00,2023-12-12,metric,16.0,70.0,0.0,-1.2,4.72,4.72,0.61,2.85,-0.97,1017.0,13.38,210.0
43.65107,-79.347015,-05:00,2023-12-13,metric,32.0,50.0,0.0,-2.08,2.3,2.03,1.18,-0.17,-1.41,1031.0,12.35,290.0
43.65107,-79.347015,-05:00,2023-12-14,metric,82.0,65.0,0.0,-2.51,4.82,2.97,-2.3,4.36,-2.02,1032.0,4.12,250.0
43.65107,-79.347015,-05:00,2023-12-15,metric,17.0,56.0,0.0,3.09,11.96,10.49,4.24,8.21,3.67,1026.0,6.17,280.0
43.65107,-79.347015,-05:00,2023-12-16,metric,97.0,77.0,0.0,3.93,5.92,5.32,5.11,3.93,4.43,1029.0,10.8,50.0
43.65107,-79.347015,-05:00,2023-12-17,metric,100.0,90.0,15.37,3.68,6.42,5.52,4.3,5.36,4.18,1014.0,6.69,50.0
43.65107,-79.347015,-05:00,2023-12-18,metric,100.0,88.0,14.35,-1.58,6.16,4.93,6.16,3.01,5.34,991.0,13.38,320.0
43.65107,-79.347015,-05:00,2023-12-19,metric,32.0,70.0,9.85,-4.73,-0.84,-3.1,-2.31,-2.2,-4.54,1019.0,11.83,320.0
43.65107,-79.347015,-05:00,2023-12-20,metric,56.0,70.0,0.0,-2.8,3.4,2.2,-2.8,1.18,0.19,1027.0,3.09,300.0
43.65107,-79.347015,-05:00,2023-12-21,metric,28.0,69.0,0.76,-3.65,2.15,-2.18,2.15,-3.36,-0.04,1034.0,10.29,50.0
43.65107,-79.347015,-05:00,2023-12-22,metric,54.0,83.0,0.0,-5.32,0.43,-2.54,-3.46,-0.38,-4.97,1028.0,9.77,50.0
43.65107,-79.347015,-05:00,2023-12-23,metric,100.0,92.0,15.27,-0.67,3.86,3.3,-0.6,3.84,0.93,1024.0,8.75,50.0
43.65107,-79.347015,-05:00,2023-12-24,metric,100.0,92.0,0.0,2.32,4.4,3.64,3.63,3.48,2.59,1027.0,5.14,60.0
43.65107,-79.347015,-05:00,2023-12-25,metric,100.0,95.0,0.0,2.81,5.62,4.95,2.81,5.0,3.25,1025.0,8.75,50.0
43.65107,-79.347015,-05:00,2023-12-26,metric,100.0,88.0,0.0,4.12,6.73,6.73,4.66,6.17,4.12,1019.0,8.75,50.0
43.65107,-79.347015,-05:00,2023-12-27,metric,100.0,96.0,5.62,6.67,7.75,7.0,6.67,7.27,6.79,1012.0,10.8,60.0
43.65107,-79.347015,-05:00,2023-12-28,metric,100.0,97.0,0.0,5.81,6.96,6.0,6.39,6.37,6.06,1007.0,9.26,60.0
43.65107,-79.347015,-05:00,2023-12-29,metric,100.0,93.0,3.83,2.72,6.17,5.52,5.78,3.82,5.88,1004.0,7.2,340.0
43.65107,-79.347015,-05:00,2023-12-30,metric,17.0,82.0,0.0,-1.09,2.1,-0.3,2.1,-0.39,-0.57,1006.0,8.75,310.0
43.65107,-79.347015,-05:00,2023-12-31,metric,98.0,85.0,1.93,-1.35,0.79,0.79,-0.91,0.17,-0.04,1014.0,10.29,50.0
43.65107,-79.347015,-05:00,2024-01-01,metric,100.0,80.0,0.11,-3.68,-1.32,-2.3,-1.32,-2.17,-3.45,1021.0,8.75,50.0
43.65107,-79.347015,-05:00,2024-01-02,metric,21.0,77.0,0.0,-2.19,0.61,-0.53,-2.1,-0.12,-1.52,1016.0,9.26,260.0
43.65107,-79.347015,-05:00,2024-01-03,metric,99.0,81.0,0.0,-0.1,2.16,1.73,-0.1,1.54,0.38,1013.0,7.2,250.0
43.65107,-79.347015,-05:00,2024-01-04,metric,0.0,69.0,0.0,-6.46,0.86,-4.54,0.68,-4.88,-4.02,1023.0,11.32,320.0
43.65107,-79.347015,-05:00,2024-01-05,metric,7.0,71.0,0.0,-3.23,-0.84,-1.6,-3.23,-1.1,-2.62,1023.0,7.72,250.0
43.65107,-79.347015,-05:00,2024-01-06,metric,100.0,78.0,3.41,-3.45,0.74,0.38,-1.08,-1.05,-0.88,1012.0,14.4,60.0
43.65107,-79.347015,-05:00,2024-01-07,metric,88.0,82.0,1.09,-5.27,-0.51,-2.64,-3.79,-1.72,-5.07,1006.0,10.8,50.0
43.65107,-79.347015,-05:00,2024-01-08,metric,49.0,83.0,0.0,-1.76,2.57,2.52,-1.76,1.92,0.59,1027.0,5.14,260.0
43.65107,-79.347015,-05:00,2024-01-09,metric,100.0,94.0,31.38,0.39,4.38,0.46,1.92,3.01,2.17,1006.0,13.38,70.0
43.65107,-79.347015,-05:00,2024-01-10,metric,100.0,74.0,0.0,-0.08,5.55,1.45,5.37,-0.08,3.84,985.0,12.35,280.0
43.65107,-79.347015,-05:00,2024-01-11,metric,100.0,93.0,7.86,-0.18,1.78,0.61,0.62,1.74,0.76,1005.0,9.77,270.0
43.65107,-79.347015,-05:00,2024-01-12,metric,75.0,86.0,7.98,-0.91,1.17,0.12,1.17,-0.26,-0.54,1016.0,16.98,60.0
43.65107,-79.347015,-05:00,2024-01-13,metric,100.0,80.0,7.11,-3.66,4.26,-0.65,2.08,-2.8,3.93,987.0,15.43,260.0
43.65107,-79.347015,-05:00,2024-01-14,metric,100.0,71.0,0.0,-11.68,-3.46,-6.77,-3.54,-8.47,-5.46,1004.0,12.86,260.0
43.65107,-79.347015,-05:00,2024-01-15,metric,25.0,66.0,0.0,-13.25,-7.96,-9.13,-11.68,-10.05,-13.08,1020.0,10.29,250.0
43.65107,-79.347015,-05:00,2024-01-16,metric,100.0,78.0,1.45,-11.08,-7.21,-8.06,-10.61,-9.06,-9.66,1012.0,8.23,260.0
43.65107,-79.347015,-05:00,2024-01-17,metric,81.0,68.0,0.0,-14.97,-8.72,-10.59,-11.54,-10.13,-14.97,1010.0,8.23,260.0
43.65107,-79.347015,-05:00,2024-01-18,metric,100.0,76.0,0.0,-8.35,-3.47,-4.9,-8.33,-5.07,-7.31,1015.0,7.72,240.0
43.65107,-79.347015,-05:00,2024-01-19,metric,100.0,69.0,0.0,-13.73,-6.42,-9.09,-6.42,-11.03,-7.77,1015.0,9.77,320.0
43.65107,-79.347015,-05:00,2024-01-20,metric,100.0,74.0,0.0,-15.05,-7.99,-11.68,-14.23,-7.99,-14.87,1020.0,10.8,300.0
43.65107,-79.347015,-05:00,2024-01-21,metric,10.0,64.0,0.0,-11.12,-2.11,-4.36,-10.62,-4.07,-10.87,1031.0,8.23,280.0
43.65107,-79.347015,-05:00,2024-01-22,metric,100.0,75.0,0.33,-7.1,-1.07,-2.23,-6.73,-1.19,-5.29,1025.0,9.26,200.0
43.65107,-79.347015,-05:00,2024-01-23,metric,100.0,89.0,6.66,-1.12,1.15,0.44,-1.05,0.24,-0.79,1030.0,6.17,80.0
43.65107,-79.347015,-05:00,2024-01-24,metric,100.0,95.0,19.62,0.26,1.34,0.8,1.34,0.3,0.55,1024.0,9.26,50.0
43.65107,-79.347015,-05:00,2024-01-25,metric,100.0,93.0,9.27,1.21,3.01,2.92,1.21,2.07,1.54,1022.0,8.75,60.0
43.65107,-79.347015,-05:00,2024-01-26,metric,100.0,90.0,12.7,1.44,4.13,3.53,1.68,2.82,2.56,1015.0,12.86,50.0
43.65107,-79.347015,-05:00,2024-01-27,metric,100.0,95.0,2.29,0.98,2.7,2.42,1.75,2.13,1.26,1022.0,4.12,30.0
43.65107,-79.347015,-05:00,2024-01-28,metric,100.0,87.0,0.0,0.95,2.52,1.68,0.95,2.06,1.22,1012.0,9.26,60.0
43.65107,-79.347015,-05:00,2024-01-29,metric,37.0,79.0,0.0,-1.27,3.15,0.79,1.7,0.81,-0.01,1017.0,5.66,350.0
43.65107,-79.347015,-05:00,2024-01-30,metric,100.0,82.0,0.0,-0.93,2.01,1.63,-0.93,1.57,0.29,1016.0,6.17,0.0
43.65107,-79.347015,-05:00,2024-01-31,metric,98.0,77.0,0.0,0.68,4.2,4.2,1.79,2.42,0.68,1016.0,5.66,200.0
43.65107,-79.347015,-05:00,2024-02-01,metric,100.0,88.0,0.0,1.61,4.06,2.73,1.61,3.93,2.34,1010.0,6.17,330.0
43.65107,-79.347015,-05:00,2024-02-02,metric,13.0,73.0,0.0,-2.13,3.22,2.25,3.22,-0.84,0.28,1019.0,7.72,350.0
43.65107,-79.347015,-05:00,2024-02-03,metric,3.0,68.0,0.0,-4.9,2.94,1.32,-2.65,0.07,-3.99,1021.0,3.6,150.0
43.65107,-79.347015,-05:00,2024-02-04,metric,3.0,80.0,0.0,-3.8,3.76,0.21,-3.35,1.68,-3.8,1017.0,4.63,330.0
43.65107,-79.347015,-05:00,2024-02-05,metric,100.0,69.0,0.0,-1.7,2.67,1.26,-0.94,0.77,-1.41,1019.0,4.63,50.0
43.65107,-79.347015,-05:00,2024-02-06,metric,37.0,53.0,0.0,-3.01,4.43,2.93,-1.78,0.59,-0.99,1025.0,3.6,150.0
43.65107,-79.347015,-05:00,2024-02-07,metric,100.0,70.0,0.0,-2.75,4.21,3.55,-2.62,1.83,-1.91,1025.0,2.68,125.0
43.65107,-79.347015,-05:00,2024-02-08,metric,20.0,84.0,0.0,-0.26,5.91,3.52,-0.19,3.38,0.06,1020.0,7.2,70.0
43.65107,-79.347015,-05:00,2024-02-09,metric,52.0,72.0,0.61,3.12,14.44,11.4,3.12,12.41,5.2,1008.0,5.79,219.0
43.65107,-79.347015,-05:00,2024-02-10,metric,3.0,65.0,0.0,2.97,9.68,7.17,9.68,4.71,6.52,1007.0,7.72,290.0
43.65107,-79.347015,-05:00,2024-02-11,metric,93.0,72.0,0.0,0.78,2.85,1.65,2.85,1.99,1.0,1015.0,8.23,310.0
43.65107,-79.347015,-05:00,2024-02-12,metric,25.0,58.0,0.0,-2.11,3.29,2.63,1.13,1.59,0.66,1012.0,6.69,290.0
43.65107,-79.347015,-05:00,2024-02-13,metric,81.0,67.0,0.0,-5.15,3.59,3.59,-1.35,-1.75,-2.31,1006.0,12.35,310.0
43.65107,-79.347015,-05:00,2024-02-14,metric,40.0,61.0,0.0,-8.21,-0.65,-2.74,-5.61,-2.33,-8.16,1022.0,7.72,270.0
43.65107,-79.347015,-05:00,2024-02-15,metric,99.0,70.0,6.56,-4.77,0.18,-0.8,-3.11,-0.67,-4.16,1011.0,12.86,290.0
43.65107,-79.347015,-05:00,2024-02-16,metric,100.0,67.0,0.51,-4.02,-0.69,-0.95,-1.24,-2.32,-3.21,1015.0,11.83,290.0
43.65107,-79.347015,-05:00,2024-02-17,metric,84.0,57.0,0.49,-7.35,-4.07,-4.77,-4.07,-6.23,-6.38,1011.0,9.77,290.0
43.65107,-79.347015,-05:00,2024-02-18,metric,100.0,72.0,0.1,-6.43,-0.2,-2.74,-6.4,-0.65,-6.15,1002.0,13.38,230.0
43.65107,-79.347015,-05:00,2024-02-19,metric,18.0,55.0,0.0,-9.91,-2.53,-3.52,-4.05,-2.82,-9.47,1024.0,3.13,22.0
43.65107,-79.347015,-05:00,2024-02-20,metric,62.0,55.0,0.0,-6.99,3.42,2.49,-5.17,1.03,-4.62,1029.0,2.24,161.0
43.65107,-79.347015,-05:00,2024-02-21,metric,53.0,62.0,0.0,-2.33,7.61,6.29,-1.02,6.29,-2.13,1019.0,4.12,90.0
43.65107,-79.347015,-05:00,2024-02-22,metric,97.0,66.0,0.0,1.56,9.71,8.17,5.34,7.37,5.05,1005.0,2.24,204.0
43.65107,-79.347015,-05:00,2024-02-23,metric,44.0,60.0,0.0,-6.24,8.4,7.42,0.94,-1.34,0.4,998.0,10.29,350.0
43.65107,-79.347015,-05:00,2024-02-24,metric,0.0,42.0,0.0,-12.79,-4.36,-7.44,-7.63,-5.3,-12.44,1015.0,3.58,44.0
43.65107,-79.347015,-05:00,2024-02-25,metric,73.0,64.0,0.0,-6.18,4.54,2.21,-6.16,3.77,-5.09,1011.0,5.81,200.0
43.65107,-79.347015,-05:00,2024-02-26,metric,44.0,46.0,0.0,-0.28,8.17,6.39,3.6,4.96,0.29,1014.0,4.02,114.0
43.65107,-79.347015,-05:00,2024-02-27,metric,100.0,65.0,14.09,1.04,10.68,10.68,2.69,10.3,1.74,1002.0,7.2,160.0
43.65107,-79.347015,-05:00,2024-02-28,metric,81.0,82.0,0.35,-5.13,14.26,14.26,8.08,-3.36,9.82,987.0,16.46,290.0
43.65107,-79.347015,-05:00,2024-02-29,metric,100.0,67.0,0.0,-6.82,-3.38,-4.92,-5.29,-4.11,-6.66,1027.0,11.83,290.0
43.65107,-79.347015,-05:00,2024-03-01,metric,14.0,56.0,0.0,-4.15,8.13,5.99,-4.15,5.79,-3.21,1028.0,4.1,200.0
43.65107,-79.347015,-05:00,2024-03-02,metric,100.0,89.0,0.0,1.87,5.24,4.63,1.87,4.97,4.6,1020.0,6.17,60.0
43.65107,-79.347015,-05:00,2024-03-03,metric,100.0,92.0,0.0,4.29,7.14,6.41,4.65,6.29,4.36,1024.0,8.75,60.0
43.65107,-79.347015,-05:00,2024-03-04,metric,98.0,75.0,0.0,4.11,14.66,10.97,4.63,12.11,4.13,1021.0,9.26,60.0
43.65107,-79.347015,-05:00,2024-03-05,metric,75.0,76.0,0.35,7.01,14.02,12.47,7.01,10.71,7.94,1013.0,5.66,80.0
43.65107,-79.347015,-05:00,2024-03-06,metric,100.0,92.0,0.0,3.52,7.52,6.61,7.48,5.43,5.7,1016.0,6.17,10.0
43.65107,-79.347015,-05:00,2024-03-07,metric,8.0,52.0,0.0,1.27,9.51,8.22,4.21,7.56,2.32,1021.0,5.66,140.0
43.65107,-79.347015,-05:00,2024-03-08,metric,100.0,69.0,0.0,2.2,8.27,6.95,2.81,7.82,2.2,1021.0,9.77,60.0
43.65107,-79.347015,-05:00,2024-03-09,metric,100.0,92.0,8.32,3.39,8.03,7.63,6.69,5.81,6.9,1001.0,8.23,260.0
43.65107,-79.347015,-05:00,2024-03-10,metric,100.0,73.0,2.03,-1.96,3.63,-1.15,3.43,-1.66,0.56,1001.0,11.83,320.0
43.65107,-79.347015,-04:00,2024-03-11,metric,8.0,50.0,0.0,-1.03,7.99,3.36,-0.28,7.65,-0.63,1014.0,10.29,300.0
43.65107,-79.347015,-04:00,2024-03-12,metric,99.0,60.0,0.0,1.0,13.3,9.97,2.81,12.75,1.0,1011.0,3.58,124.0
43.65107,-79.347015,-04:00,2024-03-13,metric,6.0,62.0,0.0,3.85,19.78,14.1,6.02,17.32,5.35,1008.0,9.26,290.0
43.65107,-79.347015,-04:00,2024-03-14,metric,94.0,68.0,0.0,4.21,10.19,9.07,7.58,7.19,4.69,1016.0,11.32,60.0
43.65107,-79.347015,-04:00,2024-03-15,metric,87.0,79.0,0.0,2.69,9.08,8.24,6.08,7.86,4.56,1013.0,10.8,50.0
43.65107,-79.347015,-04:00,2024-03-16,metric,100.0,80.0,0.0,0.3,9.0,4.11,2.46,8.07,0.65,1007.0,11.32,220.0
43.65107,-79.347015,-04:00,2024-03-17,metric,75.0,71.0,0.0,1.52,6.16,3.99,6.16,3.93,2.96,1002.0,12.35,290.0
43.65107,-79.347015,-04:00,2024-03-18,metric,100.0,71.0,0.0,-1.77,2.12,1.56,1.12,1.16,-1.7,1007.0,10.8,300.0
43.65107,-79.347015,-04:00,2024-03-19,metric,100.0,75.0,4.08,-1.38,1.15,0.6,-0.91,0.15,-1.38,1003.0,9.26,230.0
43.65107,-79.347015,-04:00,2024-03-20,metric,81.0,51.0,3.32,-4.56,0.87,0.22,0.87,-2.06,0.09,1002.0,14.4,300.0
43.65107,-79.347015,-04:00,2024-03-21,metric,55.0,51.0,0.0,-6.99,-1.97,-3.59,-5.05,-2.29,-6.99,1023.0,6.26,294.0
43.65107,-79.347015,-04:00,2024-03-22,metric,100.0,83.0,6.74,-7.01,-3.37,-3.45,-6.06,-3.98,-6.91,1027.0,10.8,40.0
43.65107,-79.347015,-04:00,2024-03-23,metric,0.0,73.0,4.84,-7.71,2.03,-1.41,-5.2,0.69,-6.6,1020.0,9.77,40.0
43.65107,-79.347015,-04:00,2024-03-24,metric,4.0,47.0,0.0,-8.45,1.24,-1.53,-3.95,-0.05,-7.86,1029.0,2.62,0.0
43.65107,-79.347015,-04:00,2024-03-25,metric,92.0,64.0,0.0,-0.99,7.46,4.63,-0.99,7.46,-0.6,1023.0,6.26,118.0
