lat,lon,tz,Date,units,cloud_cover.afternoon,humidity.afternoon,precipitation.total,temperature.min,temperature.max,temperature.afternoon,temperature.night,temperature.evening,temperature.morning,pressure.afternoon,wind.max.speed,wind.max.direction
43.65107,-79.347015,-04:00,2024-03-26,metric,100.0,70.0,5.27,4.68,8.59,5.78,5.3,7.29,5.21,1013.0,8.75,50.0
43.65107,-79.347015,-04:00,2024-03-27,metric,38.0,71.0,0.35,3.31,9.06,9.06,6.72,6.2,7.11,1012.0,6.69,290.0
43.65107,-79.347015,-04:00,2024-03-28,metric,2.0,52.0,0.0,0.37,8.94,6.01,2.85,8.58,0.93,1017.0,6.17,300.0
43.65107,-79.347015,-04:00,2024-03-29,metric,48.0,61.0,0.0,-0.88,6.23,2.45,1.66,5.08,-0.23,1014.0,9.26,310.0
43.65107,-79.347015,-04:00,2024-03-30,metric,96.0,56.0,0.0,-2.01,7.64,5.89,1.11,7.47,-2.01,1011.0,6.69,320.0
43.65107,-79.347015,-04:00,2024-03-31,metric,100.0,63.0,0.0,1.41,9.44,5.55,3.7,8.83,1.72,1014.0,9.26,340.0
43.65107,-79.347015,-04:00,2024-04-01,metric,33.0,55.0,0.0,2.0,10.63,8.0,4.27,9.64,2.25,1014.0,3.13,38.0
43.65107,-79.347015,-04:00,2024-04-02,metric,100.0,66.0,0.0,4.73,7.34,5.4,6.95,6.84,5.47,1009.0,14.4,70.0
43.65107,-79.347015,-04:00,2024-04-03,metric,100.0,94.0,27.51,1.26,5.45,5.45,4.58,3.85,5.05,995.0,18.52,70.0
43.65107,-79.347015,-04:00,2024-04-04,metric,100.0,94.0,5.34,0.37,2.58,2.3,1.61,1.95,1.64,998.0,12.86,60.0
43.65107,-79.347015,-04:00,2024-04-05,metric,92.0,76.0,0.0,0.35,5.99,4.05,0.55,5.54,0.41,1008.0,10.29,330.0
43.65107,-79.347015,-04:00,2024-04-06,metric,43.0,60.0,0.0,3.72,8.62,8.62,4.36,5.88,4.18,1017.0,5.58,346.0
43.65107,-79.347015,-04:00,2024-04-07,metric,4.0,47.0,0.0,3.01,14.44,11.16,5.64,14.2,3.46,1023.0,3.09,340.0
43.65107,-79.347015,-04:00,2024-04-08,metric,100.0,54.0,0.0,3.96,11.7,8.8,6.06,11.7,3.96,1018.0,3.58,124.0
43.65107,-79.347015,-04:00,2024-04-09,metric,99.0,51.0,0.0,4.49,19.14,16.89,5.69,17.21,5.6,1015.0,3.58,122.0
43.65107,-79.347015,-04:00,2024-04-10,metric,59.0,54.0,0.0,8.95,18.73,15.78,12.35,18.38,9.58,1013.0,8.23,320.0
43.65107,-79.347015,-04:00,2024-04-11,metric,100.0,93.0,10.03,7.69,13.3,9.75,11.03,11.91,7.89,1003.0,11.83,60.0
43.65107,-79.347015,-04:00,2024-04-12,metric,100.0,90.0,7.09,4.66,11.74,7.8,11.27,8.16,11.24,984.0,12.35,210.0
43.65107,-79.347015,-04:00,2024-04-13,metric,100.0,71.0,3.35,3.44,10.49,6.79,4.71,10.49,3.44,1006.0,13.38,290.0
43.65107,-79.347015,-04:00,2024-04-14,metric,100.0,83.0,2.9,5.47,15.33,10.03,5.47,15.33,6.87,1003.0,5.14,130.0
43.65107,-79.347015,-04:00,2024-04-15,metric,6.0,62.0,0.0,5.51,16.21,12.68,8.54,15.3,5.97,1012.0,10.8,280.0
43.65107,-79.347015,-04:00,2024-04-16,metric,2.0,44.0,0.0,5.27,16.4,14.03,9.74,14.92,5.48,1022.0,4.02,307.0
43.65107,-79.347015,-04:00,2024-04-17,metric,100.0,85.0,11.36,4.69,8.44,5.31,8.08,6.87,7.2,1015.0,7.15,99.0
43.65107,-79.347015,-04:00,2024-04-18,metric,98.0,86.0,0.0,7.06,12.42,11.17,7.26,11.72,7.27,1015.0,6.71,91.0
43.65107,-79.347015,-04:00,2024-04-19,metric,100.0,94.0,1.4,7.1,14.88,8.39,8.59,14.52,7.32,1008.0,6.69,290.0
43.65107,-79.347015,-04:00,2024-04-20,metric,100.0,62.0,0.8,4.56,6.7,4.94,6.7,6.26,5.5,1015.0,12.35,280.0
43.65107,-79.347015,-04:00,2024-04-21,metric,75.0,51.0,0.0,3.57,9.37,6.58,4.64,9.37,3.71,1015.0,5.36,272.0
43.65107,-79.347015,-04:00,2024-04-22,metric,0.0,49.0,0.0,0.44,12.49,8.26,5.03,12.49,0.56,1019.0,4.02,125.0
43.65107,-79.347015,-04:00,2024-04-23,metric,100.0,48.0,0.0,6.08,15.12,14.87,6.75,13.91,7.93,1008.0,11.83,220.0
43.65107,-79.347015,-04:00,2024-04-24,metric,96.0,74.0,0.0,2.66,9.71,4.21,9.71,9.32,7.5,1016.0,9.77,350.0
43.65107,-79.347015,-04:00,2024-04-25,metric,4.0,53.0,0.0,-0.43,8.01,5.35,1.79,8.01,-0.43,1029.0,3.58,125.0
43.65107,-79.347015,-04:00,2024-04-26,metric,15.0,43.0,0.0,0.59,11.19,9.22,1.72,11.14,2.03,1030.0,6.26,97.0
43.65107,-79.347015,-04:00,2024-04-27,metric,100.0,88.0,0.88,7.49,13.21,8.51,8.8,12.67,7.78,1020.0,7.2,70.0
43.65107,-79.347015,-04:00,2024-04-28,metric,100.0,80.0,0.0,10.3,18.54,17.78,10.31,15.87,10.32,1016.0,7.72,40.0
43.65107,-79.347015,-04:00,2024-04-29,metric,100.0,84.0,5.18,8.93,12.8,9.28,12.8,9.76,9.67,1017.0,11.32,60.0
43.65107,-79.347015,-04:00,2024-04-30,metric,100.0,84.0,0.0,9.03,12.85,10.85,9.94,12.41,9.8,1011.0,6.17,80.0
43.65107,-79.347015,-04:00,2024-05-01,metric,85.0,81.0,0.0,7.4,17.21,13.09,9.22,15.5,7.55,1012.0,4.02,140.0
43.65107,-79.347015,-04:00,2024-05-02,metric,42.0,64.0,0.0,10.01,20.27,15.26,13.14,20.08,10.63,1017.0,8.23,320.0
43.65107,-79.347015,-04:00,2024-05-03,metric,75.0,65.0,0.0,10.48,15.99,15.83,12.12,14.34,10.48,1017.0,9.77,70.0
43.65107,-79.347015,-04:00,2024-05-04,metric,95.0,68.0,0.0,12.73,19.3,19.28,13.09,18.05,12.87,1019.0,6.26,120.0
43.65107,-79.347015,-04:00,2024-05-05,metric,100.0,93.0,0.0,10.31,17.77,12.55,13.49,14.47,10.67,1014.0,7.2,50.0
43.65107,-79.347015,-04:00,2024-05-06,metric,100.0,48.0,0.0,7.85,19.7,16.74,11.58,18.41,7.85,1017.0,2.68,286.0
43.65107,-79.347015,-04:00,2024-05-07,metric,76.0,45.0,0.0,7.38,20.52,19.06,10.59,18.5,7.38,1010.0,3.6,80.0
43.65107,-79.347015,-04:00,2024-05-08,metric,29.0,59.0,5.12,10.63,19.61,19.61,12.27,15.67,10.63,999.0,11.32,300.0
43.65107,-79.347015,-04:00,2024-05-09,metric,9.0,60.0,0.0,7.32,16.0,16.0,10.34,14.24,7.32,1009.0,3.13,123.0
43.65107,-79.347015,-04:00,2024-05-10,metric,98.0,51.0,0.0,9.98,15.87,15.71,11.71,15.39,9.98,1009.0,2.24,65.0
43.65107,-79.347015,-04:00,2024-05-11,metric,100.0,65.0,0.35,8.07,15.24,14.45,11.81,11.86,8.09,1005.0,6.69,70.0
43.65107,-79.347015,-04:00,2024-05-12,metric,75.0,67.0,0.0,9.51,17.38,15.02,9.6,17.0,9.65,1010.0,7.2,300.0
43.65107,-79.347015,-04:00,2024-05-13,metric,98.0,70.0,3.55,10.34,21.84,17.25,14.08,21.84,10.5,1009.0,6.17,340.0
43.65107,-79.347015,-04:00,2024-05-14,metric,100.0,80.0,0.0,13.72,19.19,17.37,15.2,18.64,13.78,1010.0,6.69,320.0
43.65107,-79.347015,-04:00,2024-05-15,metric,100.0,72.0,0.0,11.86,20.39,17.76,13.28,17.88,12.65,1010.0,8.75,50.0
43.65107,-79.347015,-04:00,2024-05-16,metric,13.0,52.0,0.0,11.28,21.72,21.31,13.17,20.79,11.28,1011.0,3.13,112.0
43.65107,-79.347015,-04:00,2024-05-17,metric,100.0,78.0,0.2,13.44,18.76,18.19,14.71,16.45,14.02,1011.0,8.23,70.0
43.65107,-79.347015,-04:00,2024-05-18,metric,47.0,76.0,0.0,14.56,21.0,19.58,14.94,21.0,14.72,1013.0,5.14,70.0
43.65107,-79.347015,-04:00,2024-05-19,metric,21.0,70.0,0.0,11.42,24.62,21.66,13.78,24.46,11.42,1015.0,2.57,0.0
43.65107,-79.347015,-04:00,2024-05-20,metric,100.0,38.0,0.35,13.55,26.65,25.85,17.39,22.71,13.55,1015.0,11.32,270.0
43.65107,-79.347015,-04:00,2024-05-21,metric,84.0,71.0,0.0,16.97,28.11,21.62,17.74,27.76,17.31,1010.0,8.75,0.0
43.65107,-79.347015,-04:00,2024-05-22,metric,20.0,61.0,0.0,17.29,26.97,26.26,19.56,25.09,17.29,1007.0,5.36,182.0
43.65107,-79.347015,-04:00,2024-05-23,metric,0.0,43.0,0.0,15.69,24.71,23.22,19.78,24.71,15.69,1011.0,10.29,310.0
43.65107,-79.347015,-04:00,2024-05-24,metric,3.0,50.0,0.0,14.27,24.86,21.42,16.44,23.42,14.45,1011.0,11.32,310.0
43.65107,-79.347015,-04:00,2024-05-25,metric,100.0,89.0,2.36,12.56,18.62,12.83,14.7,18.62,13.38,1011.0,8.23,40.0
43.65107,-79.347015,-04:00,2024-05-26,metric,20.0,72.0,0.0,11.82,21.57,19.3,13.39,20.98,12.58,1013.0,5.66,350.0
43.65107,-79.347015,-04:00,2024-05-27,metric,100.0,93.0,15.98,15.5,23.27,17.59,17.94,21.39,16.72,998.0,11.32,220.0
43.65107,-79.347015,-04:00,2024-05-28,metric,100.0,73.0,0.29,14.36,18.87,18.14,16.55,16.91,14.83,1007.0,10.29,310.0
43.65107,-79.347015,-04:00,2024-05-29,metric,99.0,60.0,0.0,11.92,19.53,16.22,14.93,18.14,13.48,1017.0,7.72,320.0
43.65107,-79.347015,-04:00,2024-05-30,metric,0.0,39.0,0.0,8.21,19.31,16.91,12.12,18.91,8.21,1020.0,8.75,310.0
43.65107,-79.347015,-04:00,2024-05-31,metric,5.0,36.0,0.0,8.85,23.79,21.52,11.45,23.6,8.85,1024.0,2.68,227.0
43.65107,-79.347015,-04:00,2024-06-01,metric,99.0,47.0,0.0,10.54,23.78,21.55,14.22,22.96,10.54,1021.0,5.14,70.0
43.65107,-79.347015,-04:00,2024-06-02,metric,100.0,89.0,1.38,14.68,17.42,16.13,15.86,17.42,15.55,1015.0,8.23,40.0
43.65107,-79.347015,-04:00,2024-06-03,metric,100.0,87.0,0.0,15.41,22.75,19.03,15.49,22.07,15.41,1015.0,4.63,80.0
43.65107,-79.347015,-04:00,2024-06-04,metric,100.0,70.0,0.0,14.25,25.65,22.61,16.1,24.82,14.25,1014.0,4.12,80.0
43.65107,-79.347015,-04:00,2024-06-05,metric,100.0,70.0,2.85,17.24,24.89,24.49,18.97,24.53,17.52,1007.0,9.26,50.0
43.65107,-79.347015,-04:00,2024-06-06,metric,92.0,59.0,0.13,17.84,25.51,22.66,18.95,24.6,18.19,999.0,12.35,240.0
43.65107,-79.347015,-04:00,2024-06-07,metric,100.0,75.0,0.0,15.11,18.26,16.78,17.71,17.25,15.78,1000.0,8.75,280.0
43.65107,-79.347015,-04:00,2024-06-08,metric,45.0,56.0,0.0,12.29,20.83,20.51,14.8,18.85,12.29,1008.0,11.83,300.0
43.65107,-79.347015,-04:00,2024-06-09,metric,75.0,67.0,0.0,11.75,17.95,17.23,13.62,16.62,11.75,1003.0,7.72,260.0
43.65107,-79.347015,-04:00,2024-06-10,metric,100.0,74.0,0.0,11.6,15.8,11.94,12.29,14.51,11.85,1007.0,7.72,340.0
43.65107,-79.347015,-04:00,2024-06-11,metric,98.0,69.0,0.0,10.65,17.75,15.02,12.51,16.97,10.87,1016.0,2.62,199.0
43.65107,-79.347015,-04:00,2024-06-12,metric,66.0,61.0,0.0,10.61,22.67,19.86,12.46,22.03,10.61,1016.0,3.13,188.0
43.65107,-79.347015,-04:00,2024-06-13,metric,98.0,60.0,0.0,15.38,28.55,26.12,16.12,28.55,15.49,1009.0,5.66,220.0
43.65107,-79.347015,-04:00,2024-06-14,metric,0.0,51.0,0.0,16.63,23.43,22.39,21.62,22.46,16.63,1012.0,9.77,310.0
43.65107,-79.347015,-04:00,2024-06-15,metric,0.0,52.0,0.0,12.9,22.1,19.09,16.32,20.46,12.9,1021.0,6.69,310.0
43.65107,-79.347015,-04:00,2024-06-16,metric,99.0,53.0,0.0,11.36,21.68,19.88,14.37,21.26,11.59,1021.0,6.69,70.0
43.65107,-79.347015,-04:00,2024-06-17,metric,57.0,61.0,0.0,15.59,29.48,26.67,16.85,29.48,15.73,1016.0,4.92,203.0
43.65107,-79.347015,-04:00,2024-06-18,metric,100.0,63.0,0.95,21.12,31.97,28.8,23.83,30.29,21.27,1020.0,9.26,230.0
43.65107,-79.347015,-04:00,2024-06-19,metric,100.0,69.0,0.37,22.6,32.62,28.56,23.22,32.18,22.85,1023.0,10.8,280.0
43.65107,-79.347015,-04:00,2024-06-20,metric,97.0,67.0,34.51,20.96,29.77,28.79,23.8,27.1,20.96,1024.0,10.8,210.0
43.65107,-79.347015,-04:00,2024-06-21,metric,100.0,83.0,0.28,20.59,24.74,22.52,21.44,22.43,20.59,1022.0,5.66,80.0
43.65107,-79.347015,-04:00,2024-06-22,metric,100.0,77.0,0.0,19.55,23.45,23.21,20.82,20.27,19.92,1015.0,7.72,70.0
43.65107,-79.347015,-04:00,2024-06-23,metric,75.0,81.0,1.9,18.6,25.82,24.01,19.73,22.92,19.57,998.0,13.89,270.0
43.65107,-79.347015,-04:00,2024-06-24,metric,0.0,53.0,0.0,16.88,27.88,25.65,17.97,27.29,16.91,1011.0,9.77,310.0
43.65107,-79.347015,-04:00,2024-06-25,metric,100.0,67.0,0.0,15.34,24.14,22.84,19.21,23.22,15.58,1008.0,8.75,230.0
43.65107,-79.347015,-04:00,2024-06-26,metric,100.0,43.0,6.62,17.81,28.36,28.36,22.49,18.7,19.06,1006.0,6.69,280.0
43.65107,-79.347015,-04:00,2024-06-27,metric,40.0,55.0,0.0,13.96,21.62,19.64,16.73,21.07,13.96,1012.0,8.23,310.0
43.65107,-79.347015,-04:00,2024-06-28,metric,17.0,52.0,0.0,9.95,21.31,21.08,13.26,19.44,9.95,1018.0,3.6,60.0
43.65107,-79.347015,-04:00,2024-06-29,metric,100.0,92.0,6.33,17.74,25.94,20.95,17.91,25.94,18.03,1010.0,6.17,80.0
43.65107,-79.347015,-04:00,2024-06-30,metric,25.0,66.0,0.0,15.4,22.36,18.22,22.36,16.13,19.66,1016.0,9.77,310.0
43.65107,-79.347015,-04:00,2024-07-01,metric,0.0,50.0,0.0,11.09,23.93,22.13,14.94,23.62,11.09,1024.0,2.68,65.0
43.65107,-79.347015,-04:00,2024-07-02,metric,97.0,49.0,0.0,13.19,24.18,23.48,16.32,22.02,13.19,1023.0,3.13,117.0
43.65107,-79.347015,-04:00,2024-07-03,metric,95.0,63.0,0.0,19.34,28.4,26.73,19.76,26.33,19.34,1012.0,5.36,129.0
43.65107,-79.347015,-04:00,2024-07-04,metric,62.0,59.0,0.0,19.14,29.18,28.77,22.32,28.22,19.14,1012.0,5.66,340.0
43.65107,-79.347015,-04:00,2024-07-05,metric,90.0,54.0,0.39,20.31,28.55,27.87,23.73,25.33,20.6,1009.0,8.75,310.0
43.65107,-79.347015,-04:00,2024-07-06,metric,0.0,62.0,0.0,18.07,27.66,26.98,20.22,27.66,18.17,1009.0,9.26,280.0
43.65107,-79.347015,-04:00,2024-07-07,metric,0.0,59.0,0.0,16.86,27.66,26.19,21.26,27.07,16.86,1016.0,2.68,231.0
43.65107,-79.347015,-04:00,2024-07-08,metric,89.0,59.0,0.0,18.08,29.54,27.12,20.9,29.13,18.08,1016.0,2.68,113.0
43.65107,-79.347015,-04:00,2024-07-09,metric,99.0,64.0,0.0,19.82,28.76,27.3,23.0,28.6,21.21,1012.0,2.68,228.0
43.65107,-79.347015,-04:00,2024-07-10,metric,100.0,91.0,15.84,18.19,24.32,19.9,24.32,20.76,21.08,1007.0,12.35,40.0
43.65107,-79.347015,-04:00,2024-07-11,metric,100.0,85.0,0.0,18.1,26.17,21.11,19.3,25.66,18.1,1014.0,6.69,350.0
43.65107,-79.347015,-04:00,2024-07-12,metric,29.0,59.0,0.0,17.21,27.57,26.84,20.15,24.18,17.21,1020.0,4.12,250.0
43.65107,-79.347015,-04:00,2024-07-13,metric,0.0,61.0,0.0,17.22,28.83,27.09,19.64,28.48,17.22,1021.0,3.09,260.0
43.65107,-79.347015,-04:00,2024-07-14,metric,0.0,63.0,3.18,18.6,28.03,27.48,23.6,25.15,18.6,1015.0,8.75,270.0
43.65107,-79.347015,-04:00,2024-07-15,metric,96.0,81.0,4.79,21.54,25.65,25.65,23.2,23.72,21.54,1008.0,6.69,250.0
43.65107,-79.347015,-04:00,2024-07-16,metric,100.0,93.0,74.67,20.19,27.02,20.5,21.56,26.05,20.5,1006.0,5.14,70.0
43.65107,-79.347015,-04:00,2024-07-17,metric,66.0,54.0,0.0,19.98,26.92,25.49,23.22,25.54,20.26,1010.0,3.6,240.0
43.65107,-79.347015,-04:00,2024-07-18,metric,39.0,65.0,0.0,15.8,22.01,20.6,19.25,22.0,15.8,1017.0,10.29,310.0
43.65107,-79.347015,-04:00,2024-07-19,metric,0.0,53.0,0.0,12.48,24.85,23.28,16.3,24.83,12.48,1021.0,3.13,143.0
43.65107,-79.347015,-04:00,2024-07-20,metric,34.0,53.0,0.0,14.25,27.54,25.7,19.5,27.04,14.25,1018.0,6.17,280.0
43.65107,-79.347015,-04:00,2024-07-21,metric,74.0,63.0,0.12,18.54,27.05,24.8,20.94,26.46,19.17,1018.0,5.66,360.0
43.65107,-79.347015,-04:00,2024-07-22,metric,99.0,54.0,0.0,16.56,27.37,25.6,20.4,25.76,16.56,1017.0,2.47,347.0
43.65107,-79.347015,-04:00,2024-07-23,metric,6.0,47.0,0.0,19.4,28.44,26.6,21.62,26.97,19.4,1017.0,4.12,330.0
43.65107,-79.347015,-04:00,2024-07-24,metric,75.0,83.0,0.0,19.07,25.36,24.07,22.77,24.61,19.72,1015.0,7.72,270.0
43.65107,-79.347015,-04:00,2024-07-25,metric,1.0,57.0,0.0,15.9,24.3,23.07,18.47,23.97,15.9,1020.0,8.23,350.0
43.65107,-79.347015,-04:00,2024-07-26,metric,5.0,45.0,0.0,14.48,26.76,25.29,18.1,26.75,14.48,1022.0,2.98,324.0
43.65107,-79.347015,-04:00,2024-07-27,metric,21.0,54.0,0.0,15.47,27.45,25.81,18.95,27.45,15.47,1022.0,4.12,50.0
43.65107,-79.347015,-04:00,2024-07-28,metric,0.0,60.0,0.0,16.34,28.61,26.65,19.27,27.84,16.34,1019.0,2.24,120.0
43.65107,-79.347015,-04:00,2024-07-29,metric,0.0,66.0,0.0,18.24,28.79,27.19,21.29,27.72,18.24,1014.0,1.94,105.0
43.65107,-79.347015,-04:00,2024-07-30,metric,99.0,73.0,0.0,22.18,28.04,27.09,23.62,26.07,22.18,1008.0,4.63,70.0
43.65107,-79.347015,-04:00,2024-07-31,metric,59.0,68.0,0.0,21.94,31.68,27.34,23.86,31.3,22.37,1011.0,9.77,310.0
